age,workclass,education,educationno,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native,criminal
59,4,11,9,2,4,0,4,1,0,0,70.0,37,0
19,2,11,9,4,2,3,4,1,0,0,40.0,37,0
45,2,6,5,2,5,0,1,1,0,0,40.0,17,0
37,2,11,9,4,0,1,4,1,0,0,40.0,37,0
44,1,10,16,3,9,4,4,0,0,0,38.0,37,0
34,0,9,13,2,0,0,1,1,0,0,38.0,37,0
30,2,9,13,4,12,1,4,0,0,0,35.0,37,0
30,2,9,13,2,3,0,1,1,0,0,40.0,15,1
56,2,1,7,5,7,1,2,0,0,0,40.0,37,0
19,2,11,9,4,7,3,4,0,0,0,40.0,37,0
37,2,5,4,2,2,0,4,1,0,0,40.0,37,0
45,2,12,14,2,3,0,4,1,0,1977,43.0,37,1
21,2,15,10,4,0,3,4,0,0,0,40.0,37,0
34,4,11,9,2,4,0,4,1,0,0,45.0,37,0
27,2,9,13,2,3,2,4,1,0,0,50.0,37,0
44,1,12,14,4,9,1,4,0,0,0,40.0,37,0
33,2,9,13,4,3,1,4,1,0,0,40.0,37,0
32,2,15,10,4,3,2,4,0,0,0,50.0,37,0
37,2,15,10,2,2,0,4,1,0,0,40.0,37,0
26,2,9,13,4,11,1,4,0,0,0,48.0,37,0
49,2,11,9,2,2,0,4,1,5013,0,60.0,37,0
20,2,15,10,4,9,1,4,0,0,0,30.0,37,0
37,2,15,10,2,2,0,4,1,0,0,40.0,37,0
22,2,4,3,2,2,0,4,1,0,0,48.0,24,0
44,2,9,13,4,12,1,4,1,0,0,35.0,37,0
30,1,11,9,2,2,0,4,1,0,0,40.0,37,0
55,1,11,9,2,7,0,4,1,0,0,40.0,37,0
36,2,1,7,2,6,0,4,1,0,0,40.0,37,0
29,2,2,8,4,12,1,4,1,0,0,40.0,37,0
45,5,8,11,2,10,0,4,1,0,0,40.0,37,0
38,3,9,13,2,11,0,4,1,0,0,55.0,37,1
42,2,15,10,4,2,1,1,1,0,0,40.0,37,0
27,2,8,11,4,3,3,4,0,0,0,40.0,37,0
20,2,15,10,4,0,3,4,1,0,0,25.0,37,0
43,2,9,13,2,9,0,4,1,0,0,35.0,37,0
21,2,11,9,4,0,3,4,1,0,0,40.0,37,0
33,2,9,13,4,9,1,4,0,0,0,40.0,37,0
36,4,11,9,2,2,0,4,1,0,0,80.0,37,1
34,2,2,8,2,7,0,4,1,0,0,40.0,5,0
54,2,15,10,2,3,0,4,1,0,0,44.0,37,1
30,2,11,9,2,2,0,4,1,0,0,40.0,37,1
63,2,11,9,2,6,0,2,1,0,0,40.0,37,0
36,2,9,13,2,3,0,4,1,0,0,50.0,37,1
25,2,9,13,4,3,1,4,1,0,0,50.0,37,0
55,2,11,9,0,2,1,4,1,0,0,40.0,37,0
44,2,15,10,2,9,0,4,1,0,0,45.0,37,1
41,2,11,9,4,6,4,2,0,0,0,40.0,37,0
47,2,7,12,2,9,0,4,1,0,0,40.0,37,1
41,2,9,13,4,9,1,4,1,0,0,40.0,37,1
35,2,11,9,2,13,0,3,1,0,0,40.0,5,0
18,2,11,9,4,0,3,4,0,0,0,40.0,37,0
23,2,11,9,0,7,4,4,0,0,0,30.0,37,0
57,2,9,13,2,3,0,4,1,0,0,40.0,37,0
56,4,3,2,4,3,1,0,1,0,0,65.0,37,0
25,3,15,10,4,11,3,4,0,0,0,35.0,37,0
35,4,9,13,4,9,3,4,0,0,0,40.0,37,0
61,2,8,11,2,0,0,4,1,0,0,40.0,37,0
36,5,9,13,0,9,1,4,0,0,0,55.0,37,0
18,2,2,8,4,11,3,2,0,0,0,15.0,37,0
21,2,15,10,3,11,3,2,0,0,0,20.0,37,0
32,1,11,9,2,13,0,4,1,0,0,40.0,37,0
52,2,2,8,2,6,0,4,1,0,0,45.0,37,1
48,2,11,9,2,2,0,4,1,0,0,55.0,37,0
40,2,9,13,0,9,1,4,0,0,0,40.0,37,0
35,2,11,9,2,3,0,4,1,5178,0,40.0,37,1
42,2,11,9,0,0,1,4,0,0,0,40.0,37,0
34,2,15,10,2,6,0,2,1,0,0,40.0,37,0
27,2,7,12,2,12,0,4,1,0,0,40.0,37,0
47,4,9,13,4,4,1,4,1,0,0,65.0,37,0
65,4,6,5,2,2,0,4,1,0,0,45.0,37,0
61,3,12,14,6,3,4,4,0,0,0,40.0,37,0
18,2,15,10,4,11,3,4,1,0,0,28.0,37,0
48,2,10,16,2,9,0,4,1,0,0,45.0,37,1
26,2,15,10,4,13,1,2,1,2174,0,75.0,37,0
30,2,9,13,4,11,1,4,1,0,0,40.0,37,0
68,4,11,9,2,4,0,4,1,0,0,50.0,37,1
23,2,11,9,2,11,0,4,1,0,0,80.0,37,0
65,4,11,9,2,3,0,4,1,0,0,24.0,37,0
32,2,9,13,2,0,0,4,1,0,0,44.0,37,0
44,2,12,14,2,3,0,4,1,0,0,40.0,37,1
48,1,12,14,2,9,5,4,0,0,0,40.0,37,1
24,2,8,11,4,12,1,4,1,0,0,45.0,37,0
58,2,15,10,4,4,1,4,1,0,0,40.0,37,0
32,1,15,10,3,9,1,4,1,0,0,50.0,10,0
54,2,12,14,0,3,1,4,1,0,0,50.0,37,1
35,2,12,14,4,9,1,4,1,0,0,45.0,37,1
35,2,7,12,0,3,1,4,0,0,0,50.0,37,0
24,2,11,9,4,11,3,4,1,0,0,40.0,37,0
50,2,11,9,2,9,0,4,1,99999,0,40.0,37,1
38,4,11,9,5,2,1,4,1,0,0,40.0,37,0
57,1,11,9,2,3,0,4,1,0,0,40.0,37,1
38,2,15,10,4,11,1,4,1,0,0,60.0,37,0
49,2,11,9,4,2,1,4,1,0,0,40.0,37,0
25,2,9,13,4,12,3,4,0,0,0,16.0,37,0
56,2,15,10,3,13,1,4,1,0,0,40.0,37,0
32,2,1,7,0,7,4,4,0,0,0,40.0,37,0
22,2,9,13,4,9,1,4,1,0,0,40.0,37,0
33,2,11,9,2,2,0,4,1,0,0,40.0,37,0
42,2,15,10,0,0,4,4,0,0,0,12.0,37,0
62,4,11,9,2,13,0,4,1,0,0,48.0,37,0
26,1,9,13,4,10,3,4,1,0,0,40.0,37,0
46,2,15,10,0,2,4,4,1,0,0,40.0,37,1
33,2,9,13,5,11,1,4,0,0,0,50.0,37,1
65,6,11,9,2,13,0,4,1,2414,0,20.0,37,0
46,2,15,10,2,2,0,4,1,7688,0,40.0,37,1
43,1,8,11,0,3,1,4,0,0,0,40.0,37,0
43,2,11,9,2,2,0,4,1,0,0,40.0,37,1
35,2,0,6,2,2,0,4,1,0,0,40.0,37,0
48,2,11,9,6,5,2,4,0,0,0,48.0,37,0
55,0,9,13,2,3,0,4,1,0,0,40.0,37,1
45,2,8,11,2,2,0,4,1,0,0,40.0,37,0
56,2,9,13,2,3,0,4,1,4508,0,40.0,37,0
59,0,12,14,4,3,1,4,1,0,0,40.0,37,0
56,1,11,9,2,2,0,4,1,0,0,40.0,37,0
21,2,11,9,4,7,3,2,1,0,0,10.0,37,0
26,2,1,7,2,3,0,4,1,3411,0,40.0,37,0
38,2,11,9,4,7,4,4,0,0,0,40.0,37,0
27,2,15,10,4,0,3,4,0,0,0,40.0,37,0
48,3,5,4,2,2,0,4,1,0,0,50.0,37,1
37,5,12,14,2,9,0,4,1,0,0,60.0,37,1
63,4,11,9,2,2,0,4,1,0,0,30.0,37,0
27,5,11,9,4,13,1,0,1,0,0,38.0,37,1
20,2,15,10,4,11,3,4,1,0,0,25.0,37,0
26,2,12,14,2,9,0,4,1,0,1887,40.0,37,1
51,4,7,12,2,3,0,4,1,0,0,40.0,37,0
28,2,7,12,2,9,0,4,1,0,0,40.0,37,1
39,2,8,11,0,7,1,0,0,0,0,40.0,3,0
35,2,12,14,2,11,0,4,1,0,0,55.0,37,1
65,2,5,4,2,2,0,4,1,0,0,40.0,37,0
54,1,8,11,2,13,0,2,1,0,0,40.0,37,0
39,2,5,4,4,7,3,4,1,0,1602,35.0,37,0
24,2,15,10,4,0,3,2,0,0,0,40.0,37,0
36,2,9,13,4,3,1,1,0,0,0,40.0,37,0
52,2,11,9,0,2,1,4,1,0,0,40.0,37,1
64,2,11,9,2,6,0,4,1,0,0,40.0,37,0
43,2,15,10,0,2,1,4,1,0,0,40.0,37,0
44,2,8,11,4,8,1,4,1,594,0,25.0,37,0
47,0,11,9,5,0,4,4,0,0,0,40.0,37,0
32,2,2,8,2,5,0,4,1,0,0,40.0,37,0
20,2,15,10,4,11,3,4,0,0,0,30.0,37,0
33,2,15,10,4,0,1,4,0,0,0,38.0,37,0
52,2,11,9,0,0,4,4,0,0,0,40.0,4,0
49,2,5,4,2,6,0,4,1,0,0,40.0,37,0
31,2,11,9,2,11,5,4,0,0,0,18.0,37,0
62,4,11,9,4,7,4,4,0,0,0,6.0,37,0
44,2,15,10,0,2,1,4,1,0,0,55.0,37,0
28,1,11,9,2,10,0,4,1,3908,0,40.0,37,0
68,1,12,14,6,9,4,2,0,0,0,40.0,37,1
40,0,15,10,4,0,4,4,0,0,0,40.0,37,0
46,2,5,4,4,5,1,4,1,0,0,40.0,37,0
22,2,11,9,4,6,3,4,0,0,0,40.0,37,0
37,4,9,13,0,12,1,4,1,0,0,15.0,37,0
62,2,12,14,4,9,1,4,1,0,0,70.0,37,0
37,2,9,13,2,3,0,4,1,0,0,50.0,37,1
35,2,11,9,4,11,1,4,1,4787,0,40.0,37,1
44,2,11,9,2,11,0,4,1,0,0,68.0,37,0
41,2,8,11,2,11,0,4,1,0,0,40.0,37,1
36,1,9,13,0,9,4,4,1,0,0,40.0,37,0
26,2,9,13,0,7,1,4,0,0,0,45.0,37,0
48,0,11,9,2,13,0,2,1,0,0,40.0,37,1
21,2,11,9,4,7,1,4,0,0,0,28.0,37,0
39,2,14,15,2,2,0,4,1,7688,0,40.0,37,1
38,2,8,11,0,9,1,4,0,14344,0,40.0,37,1
44,2,8,11,2,2,0,4,1,0,0,40.0,37,1
56,2,0,6,2,11,5,1,0,0,0,30.0,22,1
25,2,6,5,4,13,2,4,1,0,0,40.0,37,0
32,1,9,13,4,9,1,4,0,0,0,50.0,37,0
47,2,15,10,4,0,1,4,0,0,0,40.0,37,1
26,2,15,10,4,5,3,4,1,0,0,40.0,37,0
31,2,9,13,4,9,1,4,1,14084,0,60.0,37,1
23,2,8,11,4,3,3,4,1,0,0,40.0,37,0
41,0,15,10,0,9,4,4,0,0,0,40.0,37,1
55,4,15,10,2,3,0,2,1,0,0,25.0,37,0
23,2,15,10,0,3,4,4,0,0,0,25.0,37,0
45,2,11,9,2,0,0,2,1,7298,0,40.0,37,1
42,1,9,13,2,3,0,4,1,0,1485,40.0,37,0
29,2,15,10,4,9,1,4,1,0,0,15.0,37,0
48,2,12,14,2,3,0,4,1,0,0,40.0,37,0
36,2,15,10,0,2,4,4,1,0,0,40.0,37,0
52,3,9,13,2,11,0,4,1,15024,0,50.0,37,1
46,2,8,11,0,2,4,4,1,0,0,40.0,37,0
34,2,15,10,4,0,3,4,1,0,0,40.0,37,0
27,5,7,12,4,0,1,4,0,0,0,40.0,10,0
18,2,11,9,4,6,3,4,0,0,0,40.0,37,0
18,2,15,10,4,7,3,4,0,0,0,24.0,37,0
42,2,5,4,2,2,0,4,1,0,0,40.0,37,0
36,2,12,14,2,3,0,4,1,0,0,45.0,37,1
52,3,14,15,2,11,0,4,1,0,0,40.0,37,1
44,3,9,13,2,3,0,4,1,0,0,45.0,37,1
53,2,15,10,2,11,0,4,1,0,0,60.0,37,1
36,2,9,13,2,11,0,4,1,0,0,60.0,37,1
27,2,9,13,4,12,2,1,1,0,0,40.0,37,0
52,2,11,9,2,6,0,4,1,0,0,60.0,37,0
60,4,12,14,2,9,0,4,1,0,0,40.0,37,0
41,2,7,12,2,12,0,4,1,0,0,45.0,37,1
64,4,14,15,2,9,0,4,1,0,0,40.0,37,1
25,2,3,2,4,7,2,4,1,0,0,25.0,7,0
63,2,5,4,2,7,0,1,1,0,0,40.0,33,0
54,1,8,11,0,2,1,4,1,0,0,40.0,37,0
21,2,11,9,4,5,3,4,1,0,0,40.0,37,0
27,2,9,13,4,0,1,4,1,0,0,40.0,29,0
63,4,12,14,2,4,0,4,1,41310,0,50.0,37,0
37,2,11,9,0,7,1,4,0,0,0,30.0,37,0
22,2,11,9,4,13,1,4,1,0,0,35.0,37,0
54,2,5,4,2,2,0,4,1,0,0,40.0,37,0
54,2,0,6,0,7,4,4,0,0,0,40.0,37,0
60,1,11,9,2,7,0,4,1,0,0,40.0,37,0
19,2,1,7,4,5,3,4,1,0,0,25.0,37,0
25,1,11,9,0,0,1,4,0,0,0,40.0,37,0
51,1,11,9,2,0,5,4,0,0,0,40.0,37,0
47,0,11,9,4,3,1,4,0,0,0,40.0,37,0
44,4,0,6,4,2,3,4,1,0,0,50.0,37,0
57,2,11,9,6,9,1,4,0,0,0,57.0,37,0
22,2,15,10,4,11,3,4,1,0,0,34.0,37,0
36,5,15,10,0,7,4,2,0,0,0,20.0,37,0
39,2,15,10,2,6,0,4,1,0,0,40.0,37,0
49,2,10,16,2,9,0,3,1,0,0,50.0,37,1
41,2,11,9,2,7,0,1,1,0,0,40.0,2,0
35,2,15,10,2,0,0,4,1,0,0,38.0,37,0
40,3,7,12,0,11,4,4,0,1506,0,40.0,37,0
30,2,9,13,4,3,1,4,0,0,0,40.0,37,0
25,2,11,9,4,11,1,4,1,0,1504,37.0,37,0
25,2,15,10,2,0,0,2,1,0,1902,36.0,37,1
37,2,12,14,2,0,0,4,1,7688,0,50.0,37,1
53,4,14,15,0,9,1,4,1,0,0,60.0,37,1
34,4,7,12,4,9,1,4,0,0,0,25.0,37,0
18,2,11,9,4,11,3,4,0,0,0,20.0,37,0
45,2,11,9,0,11,4,2,1,5455,0,40.0,37,0
19,2,15,10,4,0,3,4,0,0,2001,40.0,37,0
33,3,9,13,2,11,0,4,1,0,0,65.0,37,0
45,5,15,10,2,0,0,4,1,0,0,40.0,37,0
43,5,9,13,2,3,0,4,1,0,0,35.0,37,1
40,2,11,9,2,2,0,4,1,0,0,35.0,37,0
41,4,9,13,2,4,0,4,1,0,0,75.0,37,1
25,2,11,9,2,2,0,4,1,0,1579,40.0,37,0
22,2,9,13,4,0,3,4,0,0,0,32.0,37,0
52,2,15,10,4,0,4,4,1,0,0,45.0,37,0
45,0,15,10,2,0,0,4,1,0,0,40.0,31,1
32,5,10,16,4,9,1,4,0,0,0,70.0,37,0
26,2,9,13,4,13,3,4,1,0,0,20.0,37,0
24,2,15,10,0,7,1,2,1,0,0,40.0,37,0
37,2,11,9,0,6,4,2,0,0,0,40.0,37,0
49,2,11,9,0,7,1,4,0,0,0,40.0,37,0
43,1,12,14,2,9,0,4,1,0,0,50.0,37,0
35,2,11,9,4,6,1,4,1,0,0,40.0,37,0
37,2,14,15,2,9,0,4,1,0,0,50.0,37,1
17,2,1,7,4,11,3,4,1,0,0,20.0,37,0
48,2,11,9,2,13,0,4,1,0,0,55.0,37,1
26,2,15,10,4,0,3,4,1,2597,0,40.0,37,0
35,2,9,13,2,2,0,1,1,0,0,40.0,28,1
21,2,15,10,4,11,3,4,0,0,0,15.0,37,0
54,2,0,6,0,7,1,4,1,0,0,70.0,37,0
40,2,9,13,0,0,1,2,0,0,0,40.0,37,0
51,2,15,10,5,3,1,2,0,0,0,40.0,37,0
60,4,11,9,2,7,5,2,0,0,0,50.0,37,0
22,2,15,10,4,11,3,4,1,0,0,8.0,37,0
20,2,11,9,4,4,3,4,1,0,0,40.0,37,0
21,2,1,7,4,4,4,4,1,0,0,40.0,37,0
21,2,15,10,4,5,1,4,1,0,0,40.0,37,0
43,2,15,10,0,0,1,4,0,0,0,44.0,37,0
36,2,9,13,2,2,0,4,1,0,0,50.0,37,1
65,5,11,9,2,0,0,4,1,0,2174,40.0,37,1
48,2,11,9,2,6,0,4,1,0,0,40.0,37,1
37,2,12,14,5,3,1,4,1,27828,0,60.0,18,1
20,2,2,8,4,6,3,4,1,0,0,40.0,37,0
41,5,11,9,0,3,1,4,0,0,0,40.0,37,0
55,4,6,5,2,2,0,4,1,0,0,50.0,37,0
39,1,9,13,0,9,4,4,0,0,0,40.0,37,0
41,0,15,10,2,13,5,4,0,7298,0,40.0,37,1
80,2,8,11,2,2,0,4,1,0,0,24.0,37,0
59,5,0,6,2,4,0,4,1,0,0,40.0,37,0
52,2,1,7,2,2,0,4,1,0,0,40.0,37,1
39,2,9,13,2,3,0,4,1,3103,0,50.0,37,1
56,4,15,10,3,9,1,2,1,0,0,50.0,37,0
69,1,11,9,6,0,1,2,0,0,0,20.0,37,0
49,2,9,13,2,3,0,4,1,0,0,50.0,37,1
33,2,11,9,2,3,0,4,1,5013,0,40.0,37,0
28,3,11,9,2,3,0,4,1,0,0,45.0,37,1
49,2,15,10,2,3,0,4,1,0,0,40.0,37,1
51,1,11,9,3,5,4,4,1,0,0,40.0,37,0
42,2,15,10,0,7,4,4,0,0,0,32.0,37,0
66,2,11,9,6,0,1,4,0,0,0,13.0,37,0
44,2,8,11,5,2,2,4,1,0,0,48.0,37,1
26,2,11,9,0,11,1,4,1,0,0,40.0,37,0
43,2,15,10,0,0,4,4,0,0,0,40.0,37,0
28,2,0,6,4,6,1,4,0,0,155,40.0,37,0
17,2,1,7,4,11,3,4,0,0,0,8.0,37,0
52,2,9,13,2,2,0,4,1,0,0,50.0,37,1
24,2,15,10,4,5,1,4,1,0,0,40.0,37,0
65,2,15,10,6,11,2,4,0,0,0,45.0,37,0
36,4,15,10,2,2,0,4,1,0,0,40.0,37,1
19,2,11,9,2,5,2,4,1,0,0,30.0,37,0
43,2,15,10,3,11,1,4,1,0,0,45.0,24,0
39,1,12,14,2,9,5,4,0,0,0,50.0,8,1
48,2,1,7,2,13,0,4,1,0,0,40.0,37,1
50,1,8,11,2,10,0,4,1,0,0,40.0,37,1
21,2,15,10,4,7,3,4,1,0,0,25.0,37,0
36,2,11,9,4,7,1,2,0,0,0,40.0,37,0
33,2,11,9,2,7,0,2,1,0,0,36.0,13,0
50,0,9,13,2,3,0,4,1,0,0,40.0,37,0
49,5,12,14,2,11,0,4,1,99999,0,80.0,37,1
70,3,10,16,2,3,0,4,1,0,0,40.0,37,1
39,2,11,9,0,13,1,4,1,0,0,40.0,37,0
44,2,15,10,0,9,1,4,0,0,0,40.0,37,0
32,2,9,13,2,12,5,4,0,0,0,40.0,37,1
40,2,6,5,4,2,2,2,1,0,0,49.0,37,0
46,2,11,9,2,2,0,2,1,0,1902,40.0,37,1
40,2,9,13,2,7,5,1,0,7688,0,52.0,22,1
47,2,1,7,0,2,3,4,1,0,0,8.0,37,0
19,2,11,9,4,0,1,4,1,0,0,30.0,37,0
22,2,15,10,4,0,2,4,0,0,0,16.0,37,0
20,2,15,10,4,10,3,4,0,0,0,16.0,37,0
46,1,9,13,2,9,1,4,0,4787,0,25.0,37,1
41,2,9,13,2,9,0,4,1,0,1977,45.0,37,1
17,2,0,6,4,9,3,3,0,0,0,15.0,37,0
41,2,11,9,2,6,0,2,1,0,0,40.0,37,0
28,2,11,9,5,2,1,4,1,0,1974,40.0,37,0
24,2,11,9,4,7,1,4,1,0,0,40.0,37,0
33,2,15,10,2,3,0,4,1,0,0,50.0,37,0
44,0,15,10,2,3,0,4,1,0,0,55.0,37,1
26,4,11,9,4,9,3,2,0,0,0,40.0,37,0
47,4,8,11,2,11,0,4,1,0,0,40.0,37,1
24,2,11,9,2,6,0,4,1,0,0,40.0,37,0
58,0,9,13,2,3,0,2,1,0,0,40.0,37,1
41,2,11,9,2,2,0,4,1,0,2002,60.0,37,0
38,4,5,4,2,11,0,4,1,0,0,35.0,37,1
21,2,15,10,4,0,1,4,0,0,0,40.0,37,0
33,2,15,10,4,3,3,4,1,0,0,45.0,37,0
40,2,0,6,0,6,4,4,0,0,0,40.0,37,0
47,1,11,9,0,3,1,4,1,0,0,40.0,37,0
41,2,9,13,0,3,4,2,0,0,0,40.0,37,0
38,2,9,13,2,4,0,4,1,0,0,50.0,37,0
50,2,5,4,0,7,2,4,0,0,0,40.0,37,0
45,2,11,9,3,4,2,2,1,0,0,40.0,37,0
33,2,11,9,4,5,1,4,1,0,0,40.0,37,0
34,0,7,12,4,0,1,4,1,0,0,40.0,37,0
65,2,12,14,0,11,1,4,1,0,0,28.0,37,0
24,2,1,7,4,13,3,4,1,0,0,39.0,37,0
26,2,9,13,4,6,2,4,1,0,0,40.0,37,0
55,2,11,9,0,2,1,4,1,0,0,40.0,37,0
66,2,9,13,0,9,4,4,0,0,0,8.0,4,0
43,1,9,13,2,9,0,4,1,0,0,40.0,37,0
37,2,9,13,4,0,2,2,0,0,0,40.0,37,0
22,2,11,9,2,2,0,4,1,0,0,40.0,37,0
21,2,1,7,2,6,0,4,1,0,0,40.0,37,0
27,2,12,14,4,6,1,4,0,0,0,40.0,37,0
48,2,11,9,2,0,0,4,1,4386,0,45.0,37,1
24,2,9,13,4,9,4,4,0,0,0,40.0,37,0
53,1,11,9,6,7,1,4,0,0,0,30.0,37,0
26,2,11,9,2,2,0,4,1,0,0,40.0,29,0
60,2,15,10,2,11,0,4,1,0,0,40.0,37,1
21,2,15,10,4,7,3,4,0,0,0,60.0,37,0
39,2,4,3,2,7,0,4,1,0,0,40.0,24,0
45,2,15,10,2,3,0,4,1,0,0,60.0,37,1
76,4,11,9,2,2,0,4,1,0,0,30.0,37,0
19,2,15,10,4,7,1,4,0,0,0,30.0,37,0
34,2,15,10,2,9,0,2,1,0,0,40.0,21,1
54,2,15,10,0,2,1,4,1,0,0,40.0,37,0
23,2,9,13,4,0,1,4,0,0,0,40.0,37,0
44,1,5,4,0,5,1,4,1,0,0,40.0,37,0
27,2,15,10,0,0,4,2,0,0,0,40.0,37,0
23,2,2,8,4,5,3,0,1,0,0,40.0,37,0
37,4,11,9,2,4,0,4,1,0,0,50.0,37,0
41,2,11,9,2,2,0,4,1,0,0,40.0,37,1
21,5,15,10,4,0,3,4,0,0,0,35.0,37,0
37,0,11,9,2,0,0,4,1,0,0,40.0,8,1
63,2,11,9,4,6,1,4,1,2174,0,40.0,37,0
35,2,1,7,2,2,0,4,1,0,0,40.0,37,0
41,2,15,10,4,4,1,4,1,0,0,40.0,37,0
50,4,11,9,0,9,1,1,0,0,0,60.0,38,0
26,3,11,9,4,11,3,4,1,0,0,50.0,37,0
36,1,15,10,2,12,0,4,1,0,0,42.0,37,1
47,2,15,10,2,9,0,4,1,0,0,40.0,32,1
51,2,15,10,0,3,4,2,0,0,0,50.0,37,0
41,2,11,9,0,0,1,3,0,0,625,40.0,37,0
40,2,14,15,2,9,5,4,0,15024,0,30.0,37,1
32,2,9,13,2,3,0,4,1,4064,0,50.0,37,0
37,1,9,13,2,0,0,4,1,7298,0,40.0,37,1
40,3,9,13,0,3,1,4,1,0,0,40.0,37,0
56,2,9,13,2,2,0,4,1,0,0,40.0,37,0
50,2,11,9,2,2,0,4,1,0,0,40.0,37,0
28,2,6,5,2,6,0,4,1,0,0,42.0,37,0
28,2,11,9,2,6,0,4,1,0,0,40.0,37,0
19,4,1,7,4,0,3,4,0,0,0,30.0,37,0
44,2,11,9,2,6,0,4,1,0,0,40.0,37,0
42,4,14,15,0,9,4,4,0,7430,0,40.0,37,1
47,2,15,10,2,3,0,4,1,0,0,40.0,37,1
31,2,15,10,2,6,0,4,1,0,0,40.0,37,0
61,2,1,7,2,7,0,4,1,0,0,40.0,37,1
21,2,15,10,4,0,3,4,0,0,0,40.0,37,0
26,2,9,13,2,7,0,4,1,0,0,45.0,37,1
58,2,11,9,2,0,5,4,0,0,0,40.0,37,1
35,2,9,13,3,9,1,1,0,0,0,40.0,28,0
35,2,8,11,4,0,1,2,0,0,0,40.0,37,0
29,1,7,12,4,0,1,4,1,3674,0,40.0,37,0
40,2,12,14,2,9,0,4,1,7688,0,40.0,37,1
33,2,9,13,2,11,0,4,1,0,0,55.0,37,1
38,4,15,10,0,6,4,4,1,0,0,40.0,37,0
50,4,8,11,4,7,1,4,1,0,0,50.0,37,0
66,2,15,10,2,12,0,4,1,0,0,40.0,37,1
36,1,15,10,2,10,0,4,1,0,0,40.0,37,1
33,2,1,7,4,11,1,4,0,0,0,40.0,37,0
55,0,12,14,2,3,0,4,1,0,0,60.0,37,1
46,2,11,9,2,6,0,4,1,0,0,40.0,37,0
36,2,7,12,4,2,1,4,1,0,0,40.0,37,0
30,2,11,9,0,7,4,4,0,0,0,32.0,37,0
29,2,2,8,4,3,1,4,1,0,0,42.0,8,0
24,2,11,9,5,11,4,4,0,0,0,48.0,37,0
42,4,15,10,5,7,4,2,0,0,0,50.0,37,0
26,2,11,9,5,3,3,4,0,0,0,40.0,37,0
37,2,9,13,2,9,0,4,1,0,0,40.0,37,0
27,2,4,3,4,4,4,4,1,0,0,48.0,12,0
26,2,11,9,2,2,0,4,1,0,0,48.0,37,0
23,2,8,11,4,2,4,4,1,0,0,50.0,37,0
60,2,12,14,2,3,0,4,1,0,0,60.0,37,1
49,0,11,9,0,0,4,2,0,0,0,40.0,37,0
46,2,15,10,2,0,0,4,1,0,0,40.0,37,0
21,2,11,9,4,6,1,4,1,0,0,40.0,37,0
48,4,14,15,2,2,0,4,1,0,0,60.0,37,0
70,3,6,5,0,11,1,4,1,0,0,45.0,37,0
44,1,12,14,4,9,3,4,0,0,0,55.0,37,0
58,2,9,13,2,11,0,4,1,0,0,40.0,37,0
41,2,7,12,0,3,1,2,0,0,0,40.0,21,0
54,2,5,4,0,6,4,4,0,0,3900,40.0,37,0
42,3,12,14,0,3,4,4,1,0,2201,60.0,17,1
28,2,0,6,0,5,1,4,1,0,0,40.0,37,0
65,2,1,7,2,5,0,4,1,0,0,20.0,37,0
35,4,11,9,2,2,2,4,1,0,0,35.0,19,0
82,2,4,3,6,7,4,4,1,0,0,20.0,37,0
48,4,15,10,2,13,0,4,1,0,0,50.0,37,1
44,2,10,16,2,3,0,1,1,15024,0,40.0,22,1
68,2,12,14,4,0,1,4,0,6360,0,20.0,37,0
42,2,11,9,2,7,0,4,1,0,0,40.0,37,0
24,2,11,9,4,0,1,4,0,0,2001,37.0,37,0
54,2,15,10,2,5,0,2,1,0,0,40.0,37,0
22,2,15,10,4,5,3,4,1,0,0,40.0,37,0
43,4,15,10,2,4,0,4,1,0,0,84.0,37,0
17,2,6,5,4,7,3,4,0,0,0,35.0,37,0
46,4,11,9,0,13,1,4,1,0,0,50.0,37,0
59,2,15,10,2,12,0,4,1,0,0,40.0,37,1
37,2,11,9,2,5,0,4,1,0,0,40.0,37,0
57,3,11,9,2,11,0,4,1,0,1902,30.0,37,1
31,2,11,9,4,11,4,2,0,0,0,24.0,37,0
23,2,11,9,4,0,3,4,0,0,0,40.0,37,0
17,2,2,8,4,7,3,4,0,0,1721,25.0,37,0
63,2,13,1,2,9,0,3,1,0,0,30.0,24,0
44,2,14,15,0,9,1,4,1,0,0,40.0,37,1
30,2,14,15,2,9,0,4,1,0,0,60.0,37,1
23,2,15,10,4,9,3,4,1,0,0,20.0,37,0
44,2,12,14,2,9,0,4,1,0,1887,60.0,37,1
24,2,15,10,4,11,3,4,0,0,0,40.0,37,0
34,2,15,10,4,5,2,4,1,0,0,20.0,37,0
37,2,15,10,2,2,0,4,1,0,0,65.0,37,0
24,2,1,7,4,6,4,4,0,0,0,40.0,37,0
32,2,11,9,0,6,3,2,0,0,0,40.0,37,0
42,4,11,9,2,2,0,2,1,0,0,25.0,21,0
20,2,15,10,4,7,3,4,0,0,0,10.0,37,0
34,5,15,10,2,9,0,2,1,4386,0,40.0,37,1
37,2,15,10,4,13,4,4,0,0,0,20.0,31,0
47,0,11,9,0,0,1,4,0,0,0,40.0,37,0
25,2,6,5,4,4,2,4,1,0,0,45.0,24,0
36,4,11,9,2,4,0,4,1,0,1977,65.0,37,1
